APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
5101031020,06/01/2015,Single Family,"118 W 54TH ST
LOS ANGELES, CA 90037
(33.993313, -118.274721)",LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5213029015,26/01/2015,Single Family,"4489 E BOWMAN BLVD
LOS ANGELES, CA 90032
(34.08144, -118.186229)",LOS ANGELES,CA,90032,14,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6057019001,06/01/2015,Single Family,"9601 S HAAS AVE
LOS ANGELES, CA 90047
(33.949098, -118.316707)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5035006010,14/01/2015,Multi-Family,"1952 W BROWNING BLVD
LOS ANGELES, CA 90062
(34.011857, -118.314263)",LOS ANGELES,CA,90062,8,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2546007023,09/04/2015,Single Family,"8825 W YATES ST
LOS ANGELES, CA 91040
(34.25657, -118.325119)",LOS ANGELES,CA,91040,7,Select Portfolio Servicing,Code Violations,888-349-8964,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2277002011,23/03/2015,Single Family,"15145 W DEL GADO DR
LOS ANGELES, CA 91403
(34.147452, -118.464074)",LOS ANGELES,CA,91403,4,Penny Mac,Brittni Ferrante,818-878-8411,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5001019018,28/01/2015,Single Family,"629 W 57TH ST
LOS ANGELES, CA 90037
(33.990548, -118.285127)",LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2531034014,11/12/2015,Single Family,"11858 W ELDRIDGE AVE
LOS ANGELES, CA 91342
(34.285248, -118.38968)",LOS ANGELES,CA,91342,7,Carrington Mortgage Services LLC,David Stupin,888-507-6480,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
5013020021,28/01/2015,Single Family,"4915 S 11TH AVE
LOS ANGELES, CA 90043
(33.998355, -118.329371)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5504026016,23/11/2015,Single Family,"528 S WILTON PL
LOS ANGELES, CA 90020
(34.064482, -118.314043)",LOS ANGELES,CA,90020,4,"Ocwen Loan Servicing, LLC",Damaris Gideon,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2106012108,13/01/2015,Single Family,"7713 N CORBIN AVE
LOS ANGELES, CA 91306
(34.210919, -118.562272)",LOS ANGELES,CA,91306,3,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5060016015,21/10/2015,Multi-Family,"2214 S 9TH AVE
LOS ANGELES, CA 90018
(34.036924, -118.327199)",LOS ANGELES,CA,90018,10,"Ocwen Loan Servicing, LLC",Damaris Gideon,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2690015017,12/01/2015,Single Family,"17211 W RAYMER ST
LOS ANGELES, CA 91325
(34.223915, -118.506939)",LOS ANGELES,CA,91325,12,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5005016008,20/03/2015,Single Family,"5510 S WILTON PL
LOS ANGELES, CA 90062
(33.991944, -118.31494)",LOS ANGELES,CA,90062,8,Fannie Mae,Monica Ballard,214-242-8277,Century 21 Realty Masters,J. Lopez,830  N WILCOX AVE  MONTEBELLO CA 90640 ,323-855-4221
5040019031,04/05/2015,Single Family,"3440 S BUDLONG AVE
LOS ANGELES, CA 90007
(34.024297, -118.295896)",LOS ANGELES,CA,90007,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
7442033069,29/01/2015,Single Family,"28006 S WESTERN AVE
LOS ANGELES, CA 90732
(33.765703, -118.310775)",LOS ANGELES,CA,90732,15,US Bank Minneapolis,Justin Grinstead,612-973-0738,Law Offices of Les Zieve,Reyna Ailima,18377   Beach Blvd  Huntington Beach Ca 92648 ,714-848-7920
2696022003,01/06/2015,Single Family,"17120 W TULSA ST
LOS ANGELES, CA 91344
(34.268448, -118.506099)",LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
4251019020,16/01/2015,Single Family,"3261 S MILITARY AVE
LOS ANGELES, CA 90034
(34.02466, -118.422276)",LOS ANGELES,CA,90034,5,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2408012065,16/01/2015,Single Family,"10854 W OLINDA ST
LOS ANGELES, CA 91352
(34.226937, -118.367258)",LOS ANGELES,CA,91352,6,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5046003026,26/08/2015,Single Family,"3811 W EXPOSITION BLVD
LOS ANGELES, CA 90016
(34.02305, -118.337467)",LOS ANGELES,CA,90016,10,"Reverse Mortgage Solutions, Inc.",Teresa Boudreaux,281-404-7870,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
4103019006,27/01/2015,Single Family,"5301 W GLASGOW CT
LOS ANGELES, CA 90045
(33.971205, -118.372416)",LOS ANGELES,CA,90045,11,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5015039021,20/01/2015,Single Family,"5001 S 2ND AVE
LOS ANGELES, CA 90043
(33.997677, -118.319248)",LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2218021050,08/03/2015,Single Family,"14819 W SHERMAN WAY
VAN NUYS, CA 91405
(34.20126, -118.455574)",VAN NUYS,CA,91405,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
6022007028,10/09/2015,Multi-Family,"145 E 78TH ST
LOS ANGELES, CA 90003
(33.968778, -118.27234)",LOS ANGELES,CA,90003,9,HSBC c/o Altisource Portfolio Solutions,Jerry Gabbert,770-383-4968,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
2307014013,22/01/2015,Single Family,"12152 W KESWICK ST
LOS ANGELES, CA 91605
(34.210347, -118.398451)",LOS ANGELES,CA,91605,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2623004010,28/01/2015,Single Family,"13253 W GARBER ST
LOS ANGELES, CA 91331
(34.254545, -118.421624)",LOS ANGELES,CA,91331,7,CALIBER HOME LOANS,DENA GRIMES,405-945-1400,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4256004021,12/05/2015,Single Family,"10945 W EXPOSITION BLVD
LOS ANGELES, CA 90064
(34.036424, -118.428394)",LOS ANGELES,CA,90064,5,BAYVIEW LOAN SERVICING,LOLY CAMBO,305-646-6513,PEAK FORECLOSURE SERVICES,KELLI ESPINOZA,5900   Canoga AVE 220 Woodland Hills CA 91367 ,818-591-9237
2168026056,13/01/2015,Single Family,"5306 N DON PIO DR
LOS ANGELES, CA 91364
(34.166841, -118.604699)",LOS ANGELES,CA,91364,3,Wells Fargo Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
5446006017,15/09/2015,Single Family,"3363 N JEFFRIES AVE
LOS ANGELES, CA 90065
(34.088529, -118.219731)",LOS ANGELES,CA,90065,1,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728 ,800-468-1743
2320024024,08/01/2015,Multi-Family,"6657 N BECK AVE
NORTH HOLLYWOOD, CA 91606
(34.191502, -118.383424)",NORTH HOLLYWOOD,CA,91606,2,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5486011030,05/01/2015,Single Family,"549 N MERIDIAN TER
LOS ANGELES, CA 90042
(34.121241, -118.188058)",LOS ANGELES,CA,90042,14,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2653003061,27/01/2015,Single Family,"8728 N CEDROS AVE
LOS ANGELES, CA 91402
(34.229151, -118.453555)",LOS ANGELES,CA,91402,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2220006043,12/01/2015,Single Family,"7057 N KESTER AVE
VAN NUYS, CA 91405
(34.19895, -118.457441)",VAN NUYS,CA,91405,6,Nationstar Mortgage,Dawn Campos,888-456-0714,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2041009031,25/02/2015,Single Family,"23441 W COLLINS ST
LOS ANGELES, CA 91367
(34.173709, -118.637683)",LOS ANGELES,CA,91367,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5114013013,26/05/2015,Multi-Family,"930 1/2 E 35TH ST
LOS ANGELES, CA 90011
(34.011777, -118.259247)",LOS ANGELES,CA,90011,9,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2156029091,07/01/2015,Single Family,"18620 HATTERAS
TARZANA, CA 91356
(34.177122, -118.538947)",TARZANA,CA,91356,3,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
4302015032,15/12/2015,Single Family,"8957 W 25TH ST
LOS ANGELES, CA 90034
(34.038824, -118.387332)",LOS ANGELES,CA,90034,10,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
5110030030,03/12/2015,Single Family,"159 W 52ND PL
LOS ANGELES, CA 90037
(33.994672, -118.276054)",LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
2530022118,10/09/2015,Single Family,"11350 FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.276015, -118.378618)",LOS ANGELES,CA,91342,7,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,866-966-0789
6001008015,27/03/2015,Single Family,"6026 S VAN NESS AVE
LOS ANGELES, CA 90047
(33.984819, -118.317681)",LOS ANGELES,CA,90047,8,National Field Network,Erica Giorgiantonio,732-276-5563,Miles Preservation LLC,Adam Miles,27226   Via Industria   Temecula CA 92590 ,951-234-0673
2348015020,11/11/2015,Single Family,"11677 W MCCORMICK ST
LOS ANGELES, CA 91601
(34.165855, -118.387267)",LOS ANGELES,CA,91601,2,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510 ,877-339-8202
6032010027,27/04/2015,Multi-Family,"849 W 84TH ST
LOS ANGELES, CA 90044
(33.962447, -118.28819)",LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656 ,949-625-4480
5177023016,29/01/2015,Multi-Family,"2539 E BOULDER ST
LOS ANGELES, CA 90033
(34.048328, -118.203553)",LOS ANGELES,CA,90033,14,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2107023066,28/01/2015,Single Family,"7811 N WINNETKA AVE
LOS ANGELES, CA 91306
(34.212461, -118.571024)",LOS ANGELES,CA,91306,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,NULL,NULL,         ,NULL
2336029011,22/01/2015,Single Family,"11303 W CALVERT ST
LOS ANGELES, CA 91606
(34.181251, -118.376928)",LOS ANGELES,CA,91606,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2340016074,18/12/2015,Single Family,"5706 N WHITSETT AVE
LOS ANGELES, CA 91607
(34.174358, -118.40525)",LOS ANGELES,CA,91607,2,Fannie Mae,Michele Todd,972-656-8507,National Field Network  DILBECK-GIBSON REAL ESTATE,ANNGEL BENOUN,14601   VENTURA BLVD  SHERMAN OAKS CA 91403 ,732-276-5563
6053008009,02/01/2015,Single Family,"124 W 95TH ST
LOS ANGELES, CA 90003
(33.950139, -118.274862)",LOS ANGELES,CA,90003,8,"HSBC Bank USA, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2644018002,05/06/2015,Single Family,"9512 N WOODMAN AVE
LOS ANGELES, CA 91331
(34.243282, -118.445723)",LOS ANGELES,CA,91331,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5564015016,19/01/2015,Single Family,"2473 N CREST VIEW DR
LOS ANGELES, CA 90046
(34.116904, -118.390175)",LOS ANGELES,CA,90046,4,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
6030029020,28/01/2015,Single Family,"434 E 83RD ST
LOS ANGELES, CA 90003
(33.963761, -118.266061)",LOS ANGELES,CA,90003,9,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
7413023202,27/01/2015,Single Family,"25381 PINE CREEK LANE
LOS ANGELES, CA 90710
(33.792636, -118.285043)",LOS ANGELES,CA,90710,15,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,NULL,NULL,         ,NULL
4332023046,12/01/2015,Single Family,"8612 W WHITWORTH DR
LOS ANGELES, CA 90035
(34.057131, -118.379143)",LOS ANGELES,CA,90035,5,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2501022049,21/10/2015,Single Family,"13254 N HERRICK AVE
LOS ANGELES, CA 91342
(34.311904, -118.461678)",LOS ANGELES,CA,91342,7,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4358004002,29/01/2015,Single Family,"10269 W SUNSET BLVD
LOS ANGELES, CA 90077
(34.081937, -118.431417)",LOS ANGELES,CA,90077,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2525008034,05/01/2015,Single Family,"13033 N CRANSTON AVE
LOS ANGELES, CA 91342
(34.306826, -118.414335)",LOS ANGELES,CA,91342,7,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,NULL,NULL,         ,NULL
6019017021,09/02/2015,Single Family,"1041 W 78TH ST
LOS ANGELES, CA 90044
(33.969422, -118.293278)",LOS ANGELES,CA,90044,8,BAC HOME LOANS SERVICING,ROEL RODRIGUEZ,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5018029015,11/08/2015,Multi-Family,"621 W 47TH ST
LOS ANGELES, CA 90037
(34.000658, -118.284805)",LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,281-404-7816
6037027027,06/01/2015,Single Family,"8900 S HOBART BLVD
LOS ANGELES, CA 90047
(33.956183, -118.307891)",LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2627024016,08/01/2015,Single Family,"13207 W BRYSON ST
LOS ANGELES, CA 91331
(34.228677, -118.420069)",LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5579010015,06/01/2015,Single Family,"3419 N TROY DR
LOS ANGELES, CA 90068
(34.134986, -118.345259)",LOS ANGELES,CA,90068,4,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5453025011,04/08/2015,Multi-Family,"3413 THORPE AVE
LOS ANGELES, CA 90065
(34.093524, -118.222506)",LOS ANGELES,CA,90065,1,JOHN TATSUI,JOHN TATSUI,562-692-9367,NULL,NULL,         ,NULL
4313003008,21/01/2015,Single Family,"3637 S EMPIRE DR
LOS ANGELES, CA 90034
(34.025681, -118.40387)",LOS ANGELES,CA,90034,5,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5430009008,09/01/2015,Single Family,"2211 N LYRIC AVE
LOS ANGELES, CA 90027
(34.101216, -118.273991)",LOS ANGELES,CA,90027,4,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5088019018,02/02/2015,Multi-Family,"6259 W OLYMPIC BLVD
LOS ANGELES, CA 90048
(34.058542, -118.367055)",LOS ANGELES,CA,90048,5,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2662024005,12/01/2015,Single Family,"15733 W CHATSWORTH ST
LOS ANGELES, CA 91344
(34.264602, -118.474974)",LOS ANGELES,CA,91344,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
5073018008,08/01/2015,Single Family,"1840 S WILTON PL
LOS ANGELES, CA 90019
(34.040441, -118.314447)",LOS ANGELES,CA,90019,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
7423007021,02/11/2015,Single Family,"1127 N BROAD AVE
LOS ANGELES, CA 90744
(33.785353, -118.261208)",LOS ANGELES,CA,90744,15,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-383-2097
2202010021,29/01/2015,Single Family,"7431 N LOUISE AVE
LOS ANGELES, CA 91406
(34.205674, -118.509862)",LOS ANGELES,CA,91406,6,GREEN TREE SERVICING,JAMES PATTERSON,000-000-0000,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5110012012,03/02/2015,Multi-Family,"148 1/2 W 47TH ST
LOS ANGELES, CA 90037
(34.001042, -118.275584)",LOS ANGELES,CA,90037,9,The Lange Family Trust,Jackie Lange,425-941-0386,"First Option Lending international,, Inc",Lloyd White,15627   Broadway Center ST ST  Gardena CA 90248 ,310-538-8923
6042016022,10/03/2015,Single Family,"834 E 90TH ST
LOS ANGELES, CA 90002
(33.954717, -118.259549)",LOS ANGELES,CA,90002,9,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804 ,866-627-2256
4211028039,30/01/2015,Single Family,"5890 S CRESCENT PARK E
LOS ANGELES, CA 90094
(33.971517, -118.428253)",LOS ANGELES,CA,90094,11,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
4382008006,14/08/2015,Single Family,"2534 N BENEDICT CANYON DR
LOS ANGELES, CA 90210
(34.117738, -118.435473)",LOS ANGELES,CA,90210,5,SALAS FINANCIAL,LISA HOOKER,858-537-9819,LEGACY GROUP,TERRY SHAUER,811   RIVIERA AVE  BANNING CA 92220 ,951-306-5435
2203027007,11/12/2015,Single Family,"7442 N PASO ROBLES AVE
LOS ANGELES, CA 91406
(34.205419, -118.502292)",LOS ANGELES,CA,91406,6,Central Loan Administration & Reporting,Athena Santos,888-821-6452,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
2128032036,03/04/2015,Single Family,"19123 HAMLIN
RESEDA, CA 91335
(34.188697, -118.550494)",RESEDA,CA,91335,3,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5006005024,27/01/2015,Single Family,"5414 S VICTORIA AVE
LOS ANGELES, CA 90043
(33.992582, -118.332197)",LOS ANGELES,CA,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2728016018,09/01/2015,Single Family,"18914 W HARNETT ST
LOS ANGELES, CA 91326
(34.261443, -118.545492)",LOS ANGELES,CA,91326,12,NationStar,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093 ,866-563-1100
5457019021,15/10/2015,Single Family,"2711 W MOSS AVE
LOS ANGELES, CA 90065
(34.111754, -118.238357)",LOS ANGELES,CA,90065,1,Center Street Lending,Kristina Ustrell,949-244-1090,FAS c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,626-672-5573
2870017026,08/01/2015,Single Family,"18311 W CHARLTON LANE
LOS ANGELES, CA 91326
(34.282502, -118.531951)",LOS ANGELES,CA,91326,12,U.S. Bank National Association c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
6117025017,06/01/2015,Single Family,"727 W 131ST ST
LOS ANGELES, CA 90247
(33.913329, -118.28797)",LOS ANGELES,CA,90247,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5468033034,06/01/2015,Single Family,"225 N AVENUE 56
LOS ANGELES, CA 90042
(34.110322, -118.195202)",LOS ANGELES,CA,90042,1,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125 ,877-340-0060
2123030011,08/01/2015,Single Family,"6213 N WHITE OAK AVE
LOS ANGELES, CA 91316
(34.182962, -118.518711)",LOS ANGELES,CA,91316,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2530038103,09/01/2015,Single Family,"11614 N LUANDA ST
LOS ANGELES, CA 91342
(34.283399, -118.383821)",LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2156028166,15/01/2015,Single Family,"18530 HATTERAS ST
LOS ANGELES, CA 91356
(34.177474, -118.536368)",LOS ANGELES,CA,91356,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405 ,909-289-1453
2129024027,24/07/2015,Single Family,"6846 N WYSTONE AVE
LOS ANGELES, CA 91335
(34.195263, -118.546959)",LOS ANGELES,CA,91335,3,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,NULL,NULL,         ,NULL
5312005016,24/01/2015,Multi-Family,"459 S AVENUE 60
LOS ANGELES, CA 90042
(34.106305, -118.18489)",LOS ANGELES,CA,90042,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2508009006,27/07/2015,Single Family,"12648 N GLENOAKS BLVD
LOS ANGELES, CA 91342
(34.30011, -118.440013)",LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Code Violations,888-349-8964,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,800-852-8306
